id,start,end,duration,peak-time,peak-reflect_max,peak-reflect_avg,peak-area,peak-area_px,peak_lat,peak_lon,min-speed,avg-speed,max-speed,min-area,avg-area,max-area,pmed_med,pmax_med,delta-reflect,num_eventos_simult,threshold,vertices,edges,cluster_coef,avg_degree,diameter,shortpath_mean,avg_betweeness,num_components,giant_component_v,giant_component_e,singletons
2463a418-7c98-458d-af8d-c76ea152f0d8,2019-03-16 01:10:00,2019-03-16 03:00:00,2,2019-03-16 01:20:00,39.03,25.045485,330.76257,299,-23.235184,-45.785183,1.3439536,6.784952352444331,26.146183,182.52785,438.1590054829915,889.41,24.36,30.93,6.58,5,0.8100000000000003,1301,54601,0.9563392664346996,83.93697156033816,21,3.2463939104321455,508.5664873174483,39,458,9206,12
60c96bf8-13cd-476e-9e68-340ea5c81dff,2019-02-27 09:20:00,2019-02-27 11:00:00,3.1666667,2019-02-27 10:50:00,39.03,27.65846,3270.014,2956,-23.626902,-45.678318,2.722402,17.732732165943492,34.83837,438.06683,2527.5329256924715,"6,614.15",25.20,34.40,9.20,2,0.5,310,7123,0.9904731284507435,45.95483870967741,4,1.508344086021506,38.12580645161289,9,151,4080,0
113dfabc-d864-453f-8f21-bfdd3ad9f0f2,2019-02-12 13:20:00,2019-02-12 17:10:00,3.8333333,2019-02-12 14:50:00,39.28,25.327383,2069.7551,1871,-23.774345,-46.236107,1.3245403,8.793758444786071,24.722113,14.380981,600.0188079833985,"2,069.76",24.54,31.55,7.02,7,0.6600000000000001,250,2423,0.9966899347347578,19.384000000000004,5,1.3822580645161293,11.376,17,61,679,2
d3eca8cd-6871-47e4-854a-9efc50ca0428,2019-03-01 06:40:00,2019-03-01 08:50:00,2.1666667,2019-03-01 07:10:00,39.40,29.605333,243.37045,220,-23.491076,-46.493088,6.146757,9.58661282857259,19.168318,44.249176,302.81184539794924,782.10,26.76,34.50,7.74,10,0.8000000000000003,4316,256625,0.8978857631140461,118.9179796107506,23,3.978828159018689,2979.849629286376,62,2011,65932,20
044cb4e1-e518-4ca7-95d7-25a9760887fa,2019-03-07 04:30:00,2019-03-07 06:20:00,1.8333334,2019-03-07 05:40:00,39.53,30.16848,59.736385,54,-23.542604,-46.11294,3.1654842,9.008970132240883,15.564919,11.062294,90.11514546320988,231.20,26.46,33.38,6.93,7,0.5700000000000001,228,5229,0.938643346783857,45.868421052631604,6,1.8486842105263166,66.78947368421048,5,161,4720,0
9e30793b-ccf2-4d4e-a8f6-c5994095e3ce,2019-03-16 01:40:00,2019-03-16 03:40:00,2,2019-03-16 01:40:00,39.54,29.725422,243.37045,220,-23.728733,-46.036438,2.3051891,4.494722758020673,16.16385,48.67409,173.2039089202881,273.24,25.44,31.95,6.51,6,0.8200000000000003,832,22238,0.9656871511407065,53.456730769230795,16,2.3856558403606916,179.52403846153845,29,262,3517,6
c8ed202a-f0e7-49bb-bcad-78bc28f5432d,2019-03-21 10:10:00,2019-03-21 12:30:00,2.3333333,2019-03-21 11:10:00,39.79,24.604914,1024.3684,926,-23.186377,-45.922382,3.0917006,7.860395357012749,15.849748,50.88655,590.7264766693115,"1,323.05",23.51,29.34,5.83,6,0.6800000000000002,189,1498,0.9838730427276954,15.851851851851851,3,1.29808312735142,5.068783068783068,11,42,434,0
692233e8-d257-446b-a237-0b0db087463f,2019-02-21 01:10:00,2019-02-21 03:30:00,4.3333335,2019-02-21 03:00:00,40.16,29.589624,2039.887,1844,-23.988949,-46.987095,2.2341473,13.867257436116537,37.44631,205.75867,1307.0468688964843,"2,448.09",27.09,35.49,8.39,6,0.8500000000000003,3511,180014,0.9305745559912684,102.54286528054699,34,3.295855229956125,1243.505269154088,124,1104,18935,47
ae3cefa1-04c9-4aae-96e9-e74b6de016a7,2019-02-28 04:20:00,2019-02-28 06:10:00,1.8333334,2019-02-28 04:50:00,40.28,28.057281,1216.8523,1100,-23.797375,-46.173035,6.9947705,11.488106030684252,25.170734,15.487211,659.993460728572,"1,217.96",26.54,34.31,7.77,4,0.7200000000000002,993,21820,0.7641044973988819,43.94763343403827,18,4.666188333034134,1490.9627391742224,9,816,18509,2
28b22f8d-cffb-49d4-97f3-78379ae0203a,2019-02-28 09:10:00,2019-02-28 12:20:00,3.1666667,2019-02-28 12:00:00,40.41,26.706074,546.4773,494,-24.182892,-46.596233,0.9477332,9.733738844593367,25.059362,22.124588,268.1684341430664,898.26,25.38,32.21,6.83,7,0.8100000000000003,727,13982,0.9600771057878309,38.46492434663002,13,1.5125899280575552,34.88995873452545,42,140,1466,15
